STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1016094,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",6665730,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",38802,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",6477083,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51562,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3582239,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52135,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59166,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",77188,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3588125,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5605364,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67344,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",620520,0,3,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",469792,0,2,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",222031,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4192188,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60260,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",16328750,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52239,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",249844,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",6518698,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54270,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",22278281,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60208,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",6830260,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4451094,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65729,0,0,0,True
