Run number,cpu,mem
1,13.039267015706807,181163.95287958116
2,22.07083333333334,181330.78125
3,24.575897435897442,180986.37435897437
4,22.0,182032.83582089553
5,1.5,181951.32642487047
6,21.975392670157074,182127.38743455498
7,17.303208556149713,181036.2513368984
8,0.09999999999999991,179989.11235955055
9,8.623648648648649,175467.6418918919
10,0.09999999999999999,180861.00531914894
