STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",873230,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5883073,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61823,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5080937,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45416,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4043281,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56980,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50886,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49584,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4753959,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3355052,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46719,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",772708,0,3,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",392500,0,2,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",254583,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5317240,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52396,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5634218,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52604,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",233386,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3992239,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61302,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",6006823,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",109739,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5254583,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4130469,2,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67292,0,0,0,True
