STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",956093,0,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",610938,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48333,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",475365,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43125,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",396406,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",420052,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",68438,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",484584,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52448,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2695573,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",71041,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",859114,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44844,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",636407,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51823,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",735520,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",91979,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1211042,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62083,0,0,0,True
