STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",947864,0,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48698,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",611354,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",65156,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",510053,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",39375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",434167,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",43385,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",415937,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60261,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",799636,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41719,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",713386,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",38750,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",452604,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47031,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1328438,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46510,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",423281,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47604,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1985573,1,1,4,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51667,0,0,0,True
