Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,156090,2483244.6033376125,361659.7163029525,357662.7163029525,18.068072196835743,361659.7163029525,357662.7163029525
2,157168,2560692.3671128107,417845.6736775016,417845.6736775016,19.08927795996443,1109306.027072758,1109306.027072758
3,157876,2574702.960851542,373394.33121827414,177893.3654822335,19.886976120229843,689074.3161592506,328290.3325526932
4,156082,2389489.001283697,228607.1001283697,228607.1001283697,18.51604621309371,947260.2712765958,947260.2712765958
5,156691,2596414.4884910486,310062.18094629154,310062.18094629154,19.09846547314578,443675.43549862766,443675.43549862766
6,156386,2672867.3081358103,822763.1434977578,818836.4541960282,18.657911595131328,822763.1434977578,818836.4541960282
7,163007,2651346.7682851874,679032.2360172096,679032.2360172096,24.274898578799903,1075740.4556962026,1075740.4556962026
8,163624,2385029.295774648,209249.40783833436,115621.96999387631,25.64788732394366,841636.1650246305,465050.9285714286
9,164232,2434955.5899938988,105515.17144600366,105515.17144600366,27.06772422208664,487153.14366197184,487153.14366197184
10,167752,2317453.6869773,37605.76045400239,33778.93847072879,33.43453678367156,37605.76045400239,33778.93847072879
