STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"TfprPrefetchingStrategy",3555677,0,0,3,True
"TfprPrefetchingStrategy",870365,0,1,1,True
"TfprPrefetchingStrategy",755208,1,1,1,True
"TfprPrefetchingStrategy",937,0,0,0,True
"TfprPrefetchingStrategy",732969,1,1,1,True
"TfprPrefetchingStrategy",1094,0,0,0,True
"TfprPrefetchingStrategy",780156,1,1,1,True
"TfprPrefetchingStrategy",781,0,0,0,True
"TfprPrefetchingStrategy",1023281,1,1,1,True
"TfprPrefetchingStrategy",2031,0,0,0,True
"TfprPrefetchingStrategy",1019166,1,1,1,True
"TfprPrefetchingStrategy",990,0,0,0,True
"TfprPrefetchingStrategy",1099375,1,1,1,True
"TfprPrefetchingStrategy",1113021,1,1,1,True
"TfprPrefetchingStrategy",1771,0,0,0,True
"TfprPrefetchingStrategy",1290885,0,1,2,True
"TfprPrefetchingStrategy",2344,0,0,0,True
"TfprPrefetchingStrategy",2291,0,0,0,True
"TfprPrefetchingStrategy",2552,0,0,0,True
"TfprPrefetchingStrategy",1060156,0,1,2,True
"TfprPrefetchingStrategy",2084,0,0,0,True
"TfprPrefetchingStrategy",803125,0,1,1,True
"TfprPrefetchingStrategy",1214687,0,1,1,True
"TfprPrefetchingStrategy",1146,0,0,0,True
"TfprPrefetchingStrategy",1061979,0,1,1,True
"TfprPrefetchingStrategy",1770,0,0,0,True
"TfprPrefetchingStrategy",1027292,0,1,1,True
"TfprPrefetchingStrategy",1303,0,0,0,True
"TfprPrefetchingStrategy",981719,0,1,1,True
"TfprPrefetchingStrategy",1302,0,0,0,True
"TfprPrefetchingStrategy",981562,0,1,1,True
"TfprPrefetchingStrategy",1094,0,0,0,True
"TfprPrefetchingStrategy",1054844,0,1,1,True
"TfprPrefetchingStrategy",1052969,0,1,1,True
"TfprPrefetchingStrategy",1250,0,0,0,True
