Run number,cpu,mem
1,0.10000000000000016,350449.18691588787
2,17.972925764192112,345979.97379912663
3,27.0,348507.25974025973
4,5.0605263157894225,349811.9692982456
5,-2.7000000000000055,352998.6377952756
6,16.54827586206894,346550.8620689655
7,31.64782608695652,347515.88260869565
8,9.385135135135123,347886.6711711712
9,22.6966183574879,346819.9130434783
10,10.0701834862385,347719.6972477064
