Run number,cpu,mem
1,29.0,165029.67058823528
2,15.159143968871566,163831.65369649805
3,25.0,165436.0157480315
4,13.46850393700786,165011.29133858267
5,24.86929133858266,164783.14566929135
6,18.22480314960628,164547.05118110238
7,17.982239382239367,164390.0
8,-1.8000000000000078,165864.88086642599
9,18.700389105058346,163932.87159533074
10,16.213580246913565,163173.47736625513
