Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,155276,2350335.7161290324,1016249.6383329865,1016249.6383329865,17.548733818938604,1166805.1403082437,1166805.1403082437
2,154905,2497962.9184993533,188760.33376455368,188760.33376455368,17.710219922380336,347408.9,347408.9
3,154883,2455318.6959896507,1369125.4721862872,507893.3441138422,17.47313184799399,2283352.7292340887,847036.7961165048
4,155917,2625840.5784061695,672170.1426735219,672170.1426735219,18.209638781134146,1310647.5463659149,1310647.5463659149
5,155409,2369338.088974855,314395.8136686009,314395.8136686009,17.783365570599614,611062.5401002506,611062.5401002506
6,155475,2503125.4407216497,645251.1404639175,645251.1404639175,17.9645618556701,1272464.7649301144,1272464.7649301144
7,155914,2462805.3727506427,629305.1568123393,629305.1568123393,18.255297926262713,804600.5127362367,804600.5127362367
8,155680,2514414.7232947233,1058983.1917631917,1058983.1917631917,17.762388008527005,1767626.0794844253,1767626.0794844253
9,151483,2611672.306878307,718776.2579365079,61513.09457671957,15.778947432882617,718776.2579365079,61513.09457671957
10,155667,2382836.6332046334,779181.4034749034,775186.4034749034,17.828185328185327,779181.4034749034,775186.4034749034
