Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,151382,2574770.9463931173,194484.20714758438,0.0,25.373262739907346,731009.0472636815,0.0
2,152395,2524099.1084812623,69719.50756081525,56356.08875739645,26.256567597790475,189363.1625,153067.1625
3,151314,2495851.271523179,317032.2139072848,317032.2139072848,25.757443971755624,1042960.0065359477,1042960.0065359477
4,151365,2563940.222369292,479772.21178027795,479772.21178027795,25.59270402225725,1513435.9331941544,1513435.9331941544
5,148583,2556868.1915037087,419719.5138233311,419719.5138233311,22.903498357878387,841140.5932432433,841140.5932432433
6,149781,2450642.8093645484,485256.74381270906,485256.74381270906,24.34804800841154,817879.1792559188,817879.1792559188
7,152602,2462931.4720945503,610031.4734077479,610031.4734077479,26.641497045305318,1498512.7967741936,1498512.7967741936
8,153769,2550797.3263843646,461482.3680781759,461482.3680781759,27.876128977495785,1599041.6139954852,1599041.6139954852
9,146767,2681526.819672131,529815.5724043716,526479.5724043716,21.863387978142075,529815.5724043716,526479.5724043716
10,161463,2490624.9534450653,569192.8814400993,0.0,40.967064960365214,1122361.9730722154,0.0
