Run number,cpu,mem
1,9.485401459854014,160039.30656934305
2,0.0,159700.50184501844
3,15.860294117647058,159273.31985294117
4,13.113380281690132,161066.8133802817
5,15.28799999999999,159038.44727272727
6,17.764338235294105,159452.90073529413
7,2.5062962962963153,159103.9185185185
8,17.14492187499996,158638.109375
9,29.0,159069.01515151514
10,19.086742424242402,159029.6590909091
