Run number,cpu,mem
1,0.0,165314.32746478874
2,27.0,165332.57394366196
3,19.604210526315804,164793.9192982456
4,0.0,164916.23958333334
5,0.1000000000000005,165853.26936026936
6,6.0999999999999694,161868.6923076923
7,6.09999999999997,165734.97966101696
8,9.797297297297296,165604.17567567568
9,32.0,164346.0671641791
10,0.10000000000000044,164519.07692307694
