STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1177136,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1267031,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",200521,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42135,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",884531,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45312,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",324323,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",724896,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1720833,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44167,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",264635,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",334740,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",475782,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56719,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",249531,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47396,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",244739,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",336250,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",387448,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64375,0,0,0,True
