Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,180996,2556775.8736842107,503249.3623268698,503249.3623268698,59.431245616592875,723220.62022293,723220.62022293
2,181155,2447236.425013835,1243441.4405091312,961765.160486995,58.18326014340713,1502942.2628762543,1162481.3678929766
3,181176,2514595.2717210846,829306.6397343663,829306.6397343663,59.57196403704587,1150082.1933998466,1150082.1933998466
