Run number,cpu,mem
1,12.88,164175.784
2,14.54871794871793,162461.38461538462
3,10.149999999999968,162075.27966101695
4,16.421848739495783,163986.59663865546
5,13.194214876033051,162350.80991735536
6,16.71454545454544,163310.23636363636
7,16.618518518518513,163448.78703703705
8,0.09999999999999978,161961.5982142857
9,0.09999999999999978,162563.3873873874
10,0.09999999999999978,162231.51754385966
