STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",505834,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",580469,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",274687,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44532,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",289167,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48333,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",253906,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1035937,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",297500,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51510,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",264427,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",352553,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",394584,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41927,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",349688,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45677,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",354688,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",361406,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",296355,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69948,0,0,0,True
