STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",528750,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",323177,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",418959,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",41355,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",367031,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",39010,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",248646,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",456146,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",871250,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",40729,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",248698,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",197396,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",244427,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49948,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",332187,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59635,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",252292,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",245520,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",214532,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48281,0,0,0,True
