STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",625468,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",186407,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",327604,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42084,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",253072,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64011,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",299739,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",295364,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1444688,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",74739,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",263489,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",288333,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",275052,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51407,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",278698,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42812,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",320208,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",476302,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",305313,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58802,0,0,0,True
