Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,64986,2673012.302003082,1508133.560862866,1508133.560862866,25.66351931738054,1623181.8922056386,1623181.8922056386
2,64771,2650500.8964451314,849422.5873261206,849422.5873261206,24.972076567871213,1123878.1472392639,1123878.1472392639
3,65194,2488838.242703533,234771.56067588326,212687.96620583718,26.38147621171257,644878.8438818565,584218.8438818565
4,66352,2355547.5595776774,772234.7345399698,772234.7345399698,26.746162718481056,1236694.7560386474,1236694.7560386474
5,62429,2683468.0898876404,1309800.341894061,1175704.341894061,21.407704654895667,1309800.341894061,1175704.341894061
6,65471,2425541.278287462,717462.1819571865,717462.1819571865,26.123853211009173,755588.1916264091,755588.1916264091
7,68551,2656436.332846715,746179.7080291971,738860.7080291971,35.32741009110768,746179.7080291971,738860.7080291971
8,67296,2419431.7678571427,561871.6592261905,561871.6592261905,28.791292428429706,914231.8523002422,914231.8523002422
9,67154,2510146.116244411,591909.3994038748,304601.3517138599,29.72280178837556,780297.0667976424,401547.1650294695
10,67353,2428958.1396731054,354321.8068350669,354321.8068350669,29.53713716719398,697247.298245614,697247.298245614
