STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2380625,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",350104,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",378282,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56563,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",857344,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57084,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",661979,0,2,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",302188,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",321667,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",560208,0,2,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",260520,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",521875,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54375,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",330678,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59271,0,0,0,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",301562,0,1,2,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",463281,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",347083,0,1,1,True
"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",44218,0,0,0,True
