Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,63768,2470787.604395604,809829.4003139718,805834.4003139718,22.213781732956434,809829.4003139718,805834.4003139718
2,65271,2508462.208588957,199806.3680981595,199806.3680981595,26.302147239263803,420237.90967741935,420237.90967741935
3,65582,2472341.465648855,1049209.5938931298,1049209.5938931298,25.93113221840219,1371721.125748503,1371721.125748503
4,64878,2527894.012345679,787378.3611111111,787378.3611111111,25.174382716049383,1232418.3043478262,1232418.3043478262
5,64489,2377537.6086956523,311942.6847826087,311942.6847826087,24.01086956521739,467188.57906976744,467188.57906976744
6,67945,2522004.1649484537,575048.500736377,575048.500736377,31.19882179675994,943135.1014492754,943135.1014492754
7,67955,2425464.93078056,108557.1237113402,108557.1237113402,31.771317518398583,212421.5763688761,212421.5763688761
8,67470,2367802.6884272997,580916.3709198813,580916.3709198813,28.986646884272997,827775.1247357294,827775.1247357294
9,67386,2370990.6389301633,257457.3031203566,257457.3031203566,28.71916790490342,557134.2926045016,557134.2926045016
10,67159,2408722.295081967,705247.6766020864,705247.6766020864,28.532772448533116,1456065.203076923,1456065.203076923
