Run number,Duration [ms],Memory Usage [KB],Battery Power [uW] (Raw),Battery Power [uW] (Delta),CPU Load [%],Battery Power [uW] (Raw) (Non zero),Battery Power [uW] (Delta) (Non zero)
1,177686,2628455.7540891147,832840.6260575296,583554.0219966159,49.21048095945671,963226.6340508807,674912.7729941291
2,177913,2612648.2997183097,1049692.567887324,1049692.567887324,51.96334314620115,1233093.5195234944,1233093.5195234944
3,178469,2621857.737078652,730942.7870786517,730942.7870786517,51.81617251609645,1436068.6103752758,1436068.6103752758
4,179054,2609725.462486002,818965.7463605823,0.0,54.840879165940386,1389053.0132953466,0.0
5,177535,2515960.7295313384,1493209.5031055901,948155.9898362507,51.07625490165445,1628370.7081280788,1033980.4544334975
6,178400,2621663.7325842697,1718781.7264044944,1718781.7264044944,49.44124352985734,1873503.657685242,1873503.657685242
7,177747,2530490.9464184996,1072187.4703891708,1072187.4703891708,50.46048056181445,1382537.0072727273,1382537.0072727273
8,180991,2592850.8565096953,667577.3933518005,667577.3933518005,56.385595567867036,912170.4731264194,912170.4731264194
9,179729,2480233.900725042,167364.47518126047,167364.47518126047,53.25109950731745,450577.3333333333,450577.3333333333
10,179694,2630039.0764082544,1588786.5186837702,460882.01840490795,52.4123720896378,1588786.5186837702,460882.01840490795
